"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Estonia","2011","Rural","Female","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","19",""
"Estonia","2011","Rural","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","26",""
"Estonia","2011","Rural","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","667",""
"Estonia","2011","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2013","125",""
"Estonia","2011","Rural","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","184",""
"Estonia","2000","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2002","1370052",""
"Estonia","2000","Total","Both Sexes","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2002","4953",""
"Estonia","2000","Total","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2002","921817",""
"Estonia","2000","Total","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2002","4554",""
"Estonia","2000","Total","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2002","1242",""
"Estonia","2000","Total","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2002","1147",""
"Estonia","2000","Total","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2002","406755",""
"Estonia","2000","Total","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2002","1229",""
"Estonia","2000","Total","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2002","11923",""
"Estonia","2000","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2002","7243",""
"Estonia","2000","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2002","9189",""
"Estonia","2000","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2002","631851",""
"Estonia","2000","Total","Male","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2002","1920",""
"Estonia","2000","Total","Male","Estonian","Census - de jure - complete tabulation","Final figure, complete","2002","428076",""
"Estonia","2000","Total","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2002","1611",""
"Estonia","2000","Total","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2002","540",""
"Estonia","2000","Total","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2002","522",""
"Estonia","2000","Total","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2002","184263",""
"Estonia","2000","Total","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2002","528",""
"Estonia","2000","Total","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2002","5853",""
"Estonia","2000","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2002","3649",""
"Estonia","2000","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2002","4889",""
"Estonia","2000","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2002","738201",""
"Estonia","2000","Total","Female","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2002","3033",""
"Estonia","2000","Total","Female","Estonian","Census - de jure - complete tabulation","Final figure, complete","2002","493741",""
"Estonia","2000","Total","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2002","2943",""
"Estonia","2000","Total","Female","Latvian","Census - de jure - complete tabulation","Final figure, complete","2002","702",""
"Estonia","2000","Total","Female","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2002","625",""
"Estonia","2000","Total","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2002","222492",""
"Estonia","2000","Total","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2002","701",""
"Estonia","2000","Total","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2002","6070",""
"Estonia","2000","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2002","3594",""
"Estonia","2000","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2002","4300",""
"Ethiopia","2007","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2010","73750932",""
"Ethiopia","2007","Total","Both Sexes","Affarigna","Census - de facto - complete tabulation","Final figure, complete","2010","1281284",""
"Ethiopia","2007","Total","Both Sexes","Agew/Awingigna","Census - de facto - complete tabulation","Final figure, complete","2010","488507",""
"Ethiopia","2007","Total","Both Sexes","Agew/Kamyrgna","Census - de facto - complete tabulation","Final figure, complete","2010","213355",""
"Ethiopia","2007","Total","Both Sexes","Alabigna","Census - de facto - complete tabulation","Final figure, complete","2010","226604",""
"Ethiopia","2007","Total","Both Sexes","Amharigna","Census - de facto - complete tabulation","Final figure, complete","2010","21634396",""
"Ethiopia","2007","Total","Both Sexes","Anywakgna","Census - de facto - complete tabulation","Final figure, complete","2010","90579",""
"Ethiopia","2007","Total","Both Sexes","Arigna","Census - de facto - complete tabulation","Final figure, complete","2010","285473",""
"Ethiopia","2007","Total","Both Sexes","Argobigna","Census - de facto - complete tabulation","Final figure, complete","2010","43682",""
"Ethiopia","2007","Total","Both Sexes","Arboriegna","Census - de facto - complete tabulation","Final figure, complete","2010","7211",""
"Ethiopia","2007","Total","Both Sexes","Basketigna","Census - de facto - complete tabulation","Final figure, complete","2010","92586",""
"Ethiopia","2007","Total","Both Sexes","Bodigna","Census - de facto - complete tabulation","Final figure, complete","2010","5770",""
"Ethiopia","2007","Total","Both Sexes","Benchigna","Census - de facto - complete tabulation","Final figure, complete","2010","347636",""
"Ethiopia","2007","Total","Both Sexes","Burijgna","Census - de facto - complete tabulation","Final figure, complete","2010","46419",""
"Ethiopia","2007","Total","Both Sexes","Charrigna","Census - de facto - complete tabulation","Final figure, complete","2010","13100",""
"Ethiopia","2007","Total","Both Sexes","Dasenechgna","Census - de facto - complete tabulation","Final figure, complete","2010","47986",""
"Ethiopia","2007","Total","Both Sexes","Dimegna","Census - de facto - complete tabulation","Final figure, complete","2010","574",""
"Ethiopia","2007","Total","Both Sexes","Dizigna","Census - de facto - complete tabulation","Final figure, complete","2010","33927",""
"Ethiopia","2007","Total","Both Sexes","Dorzigna","Census - de facto - complete tabulation","Final figure, complete","2010","30098",""
"Ethiopia","2007","Total","Both Sexes","English","Census - de facto - complete tabulation","Final figure, complete","2010","1867",""
"Ethiopia","2007","Total","Both Sexes","Fadashigna","Census - de facto - complete tabulation","Final figure, complete","2010","4484",""
"Ethiopia","2007","Total","Both Sexes","Gamogna","Census - de facto - complete tabulation","Final figure, complete","2010","1070626",""
"Ethiopia","2007","Total","Both Sexes","Gedeogina","Census - de facto - complete tabulation","Final figure, complete","2010","974609",""
"Ethiopia","2007","Total","Both Sexes","Gegatogna","Census - de facto - complete tabulation","Final figure, complete","2010","1421",""
"Ethiopia","2007","Total","Both Sexes","Gidoligna","Census - de facto - complete tabulation","Final figure, complete","2010","49927",""
"Ethiopia","2007","Total","Both Sexes","Goffigna","Census - de facto - complete tabulation","Final figure, complete","2010","358887",""
"Ethiopia","2007","Total","Both Sexes","Guagugna","Census - de facto - complete tabulation","Final figure, complete","2010","3282",""
"Ethiopia","2007","Total","Both Sexes","Gumzigna","Census - de facto - complete tabulation","Final figure, complete","2010","179348",""
"Ethiopia","2007","Total","Both Sexes","Guragigna","Census - de facto - complete tabulation","Final figure, complete","2010","1481836",""
"Ethiopia","2007","Total","Both Sexes","Hadiyigna","Census - de facto - complete tabulation","Final figure, complete","2010","1253894",""
"Ethiopia","2007","Total","Both Sexes","Hararigna","Census - de facto - complete tabulation","Final figure, complete","2010","25810",""
"Ethiopia","2007","Total","Both Sexes","Hammerigna","Census - de facto - complete tabulation","Final figure, complete","2010","47531",""
"Ethiopia","2007","Total","Both Sexes","Kebinigna","Census - de facto - complete tabulation","Final figure, complete","2010","51333",""
"Ethiopia","2007","Total","Both Sexes","Keffigna","Census - de facto - complete tabulation","Final figure, complete","2010","834918",""
"Ethiopia","2007","Total","Both Sexes","Kembatigna","Census - de facto - complete tabulation","Final figure, complete","2010","614807",""
"Ethiopia","2007","Total","Both Sexes","Kechamigna","Census - de facto - complete tabulation","Final figure, complete","2010","2829",""
"Ethiopia","2007","Total","Both Sexes","Kewamigna","Census - de facto - complete tabulation","Final figure, complete","2010","319",""
"Ethiopia","2007","Total","Both Sexes","Kontigna","Census - de facto - complete tabulation","Final figure, complete","2010","81578",""
"Ethiopia","2007","Total","Both Sexes","Konsogna","Census - de facto - complete tabulation","Final figure, complete","2010","242059",""
"Ethiopia","2007","Total","Both Sexes","Komigna","Census - de facto - complete tabulation","Final figure, complete","2010","8534",""
"Ethiopia","2007","Total","Both Sexes","Koyrigna","Census - de facto - complete tabulation","Final figure, complete","2010","2473",""
