,NIVEAU_GÉO,GÉO,QUESTION,LANGUE,CHIFFRE_TOTAL
18168,Province,Ontario,Langue utilisée le plus souvent au travail,Nuu-chah-nulth (nootka),0
18169,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues wakashanes, n.i.a.",0
18170,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues autochtones, n.i.a.",0
18171,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues autochtones, n.d.a.",0
18175,Province,Ontario,Langue utilisée le plus souvent au travail,Kabyle,0
18176,Province,Ontario,Langue utilisée le plus souvent au travail,Tamazight,0
18177,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues berbères, n.i.a.",0
18179,Province,Ontario,Langue utilisée le plus souvent au travail,Copte,0
18181,Province,Ontario,Langue utilisée le plus souvent au travail,Bilen,0
18182,Province,Ontario,Langue utilisée le plus souvent au travail,Oromo,10
18183,Province,Ontario,Langue utilisée le plus souvent au travail,Somali,190
18184,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues couchitiques, n.i.a.",0
18186,Province,Ontario,Langue utilisée le plus souvent au travail,Amharique,60
18187,Province,Ontario,Langue utilisée le plus souvent au travail,Arabe,3735
18189,Province,Ontario,Langue utilisée le plus souvent au travail,Assyrien néo-araméen,320
18190,Province,Ontario,Langue utilisée le plus souvent au travail,Chaldéen néo-araméen,85
18191,Province,Ontario,Langue utilisée le plus souvent au travail,"Araméen, n.d.a.",0
18192,Province,Ontario,Langue utilisée le plus souvent au travail,Hébreu,315
18193,Province,Ontario,Langue utilisée le plus souvent au travail,Tigrigna,90
18194,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues sémitiques, n.i.a.",15
18196,Province,Ontario,Langue utilisée le plus souvent au travail,Khmer (cambodgien),140
18197,Province,Ontario,Langue utilisée le plus souvent au travail,Vietnamien,3225
18198,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues austro-asiatiques, n.i.a.",0
18200,Province,Ontario,Langue utilisée le plus souvent au travail,Bicol,0
18201,Province,Ontario,Langue utilisée le plus souvent au travail,"Bisaya, n.d.a.",0
18202,Province,Ontario,Langue utilisée le plus souvent au travail,Cebuano,55
18203,Province,Ontario,Langue utilisée le plus souvent au travail,Hiligaïnon,0
18204,Province,Ontario,Langue utilisée le plus souvent au travail,Ilocano,40
18205,Province,Ontario,Langue utilisée le plus souvent au travail,Indonésien,65
18206,Province,Ontario,Langue utilisée le plus souvent au travail,Kankanaey,0
18208,Province,Ontario,Langue utilisée le plus souvent au travail,Malais,0
18209,Province,Ontario,Langue utilisée le plus souvent au travail,"Pampangan (kapampangan, pampango)",10
18210,Province,Ontario,Langue utilisée le plus souvent au travail,Pangasinan,0
18211,Province,Ontario,Langue utilisée le plus souvent au travail,"Tagalog (pilipino, filipino)",1330
18212,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues austronésiennes, n.i.a.",25
18214,Province,Ontario,Langue utilisée le plus souvent au travail,Créole haïtien,35
18215,Province,Ontario,Langue utilisée le plus souvent au travail,Créole jamaïcain anglais,0
18216,Province,Ontario,Langue utilisée le plus souvent au travail,Mauricien,0
18217,Province,Ontario,Langue utilisée le plus souvent au travail,"Créole, n.d.a.",0
18218,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues créoles, n.i.a.",0
18220,Province,Ontario,Langue utilisée le plus souvent au travail,Kannada,0
18221,Province,Ontario,Langue utilisée le plus souvent au travail,Malayalam,160
18222,Province,Ontario,Langue utilisée le plus souvent au travail,Tamoul,2440
18223,Province,Ontario,Langue utilisée le plus souvent au travail,Telougou,55
18224,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues dravidiennes, n.i.a.",0
18225,Province,Ontario,Langue utilisée le plus souvent au travail,Géorgien,70
18227,Province,Ontario,Langue utilisée le plus souvent au travail,Albanais,270
18228,Province,Ontario,Langue utilisée le plus souvent au travail,Arménien,195
18231,Province,Ontario,Langue utilisée le plus souvent au travail,Letton,30
18232,Province,Ontario,Langue utilisée le plus souvent au travail,Lituanien,40
18234,Province,Ontario,Langue utilisée le plus souvent au travail,Bulgare,60
18235,Province,Ontario,Langue utilisée le plus souvent au travail,Tchèque,40
18236,Province,Ontario,Langue utilisée le plus souvent au travail,Macédonien,75
18237,Province,Ontario,Langue utilisée le plus souvent au travail,Polonais,1765
18238,Province,Ontario,Langue utilisée le plus souvent au travail,Russe,3295
18240,Province,Ontario,Langue utilisée le plus souvent au travail,Bosniaque,85
18241,Province,Ontario,Langue utilisée le plus souvent au travail,Croate,135
18242,Province,Ontario,Langue utilisée le plus souvent au travail,Serbe,395
18243,Province,Ontario,Langue utilisée le plus souvent au travail,"Serbo-croate, n.i.a.",0
18244,Province,Ontario,Langue utilisée le plus souvent au travail,Slovaque,20
18245,Province,Ontario,Langue utilisée le plus souvent au travail,Slovène,0
18246,Province,Ontario,Langue utilisée le plus souvent au travail,Ukrainien,910
18247,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues slaves, n.i.a.",15
18249,Province,Ontario,Langue utilisée le plus souvent au travail,Gaélique écossais,0
18250,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues celtiques, n.i.a.",0
18252,Province,Ontario,Langue utilisée le plus souvent au travail,Frison,0
18254,Province,Ontario,Langue utilisée le plus souvent au travail,Allemand,3210
18255,Province,Ontario,Langue utilisée le plus souvent au travail,Allemand pennsylvanien,2555
18256,Province,Ontario,Langue utilisée le plus souvent au travail,Allemand suisse,135
18257,Province,Ontario,Langue utilisée le plus souvent au travail,Yiddish,50
18259,Province,Ontario,Langue utilisée le plus souvent au travail,Afrikaans,25
18260,Province,Ontario,Langue utilisée le plus souvent au travail,Néerlandais,680
18261,Province,Ontario,Langue utilisée le plus souvent au travail,"Bas-allemand, n.d.a.",55
18262,Province,Ontario,Langue utilisée le plus souvent au travail,Bas-saxon,0
18263,Province,Ontario,Langue utilisée le plus souvent au travail,Bas-allemand mennonite,515
18264,Province,Ontario,Langue utilisée le plus souvent au travail,Vlaams (flamand),0
18266,Province,Ontario,Langue utilisée le plus souvent au travail,Danois,15
18267,Province,Ontario,Langue utilisée le plus souvent au travail,Islandais,0
18268,Province,Ontario,Langue utilisée le plus souvent au travail,Norvégien,15
18269,Province,Ontario,Langue utilisée le plus souvent au travail,Suédois,50
18270,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues germaniques, n.i.a.",0
18271,Province,Ontario,Langue utilisée le plus souvent au travail,Grec,355
18274,Province,Ontario,Langue utilisée le plus souvent au travail,Bengali,440
18275,Province,Ontario,Langue utilisée le plus souvent au travail,Gujarati,850
18276,Province,Ontario,Langue utilisée le plus souvent au travail,Hindi,1145
18277,Province,Ontario,Langue utilisée le plus souvent au travail,Kacchi,0
18278,Province,Ontario,Langue utilisée le plus souvent au travail,Marathi,15
18279,Province,Ontario,Langue utilisée le plus souvent au travail,Népalais,150
18280,Province,Ontario,Langue utilisée le plus souvent au travail,Pendjabi (panjabi),10235
18281,Province,Ontario,Langue utilisée le plus souvent au travail,Sindhi,10
18282,Province,Ontario,Langue utilisée le plus souvent au travail,Singhalais,75
18283,Province,Ontario,Langue utilisée le plus souvent au travail,Ourdou,2080
18284,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues indo-aryennes, n.i.a.",15
18286,Province,Ontario,Langue utilisée le plus souvent au travail,Kurde,125
18287,Province,Ontario,Langue utilisée le plus souvent au travail,Pachto,85
18289,Province,Ontario,Langue utilisée le plus souvent au travail,Dari,415
18290,Province,Ontario,Langue utilisée le plus souvent au travail,Persan iranien,3415
18291,Province,Ontario,Langue utilisée le plus souvent au travail,"Persan (farsi), n.d.a.",380
18292,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues iraniennes, n.i.a.",10
18293,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues indo-iraniennes, n.i.a.",10
18295,Province,Ontario,Langue utilisée le plus souvent au travail,Catalan,0
18296,Province,Ontario,Langue utilisée le plus souvent au travail,Italien,1005
18297,Province,Ontario,Langue utilisée le plus souvent au travail,Portugais,5645
18298,Province,Ontario,Langue utilisée le plus souvent au travail,Roumain,300
18299,Province,Ontario,Langue utilisée le plus souvent au travail,Espagnol,8765
18300,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues italiques (romanes), n.i.a.",15
18301,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues indo-européennes, n.i.a.",0
18302,Province,Ontario,Langue utilisée le plus souvent au travail,Japonais,1075
18303,Province,Ontario,Langue utilisée le plus souvent au travail,Coréen,5460
18304,Province,Ontario,Langue utilisée le plus souvent au travail,Mongol,0
18306,Province,Ontario,Langue utilisée le plus souvent au travail,Akan (twi),30
18307,Province,Ontario,Langue utilisée le plus souvent au travail,Edo,0
18308,Province,Ontario,Langue utilisée le plus souvent au travail,"Fulah (peul, pular, pulaar, fulfulde)",0
18309,Province,Ontario,Langue utilisée le plus souvent au travail,Ga,0
18310,Province,Ontario,Langue utilisée le plus souvent au travail,Ganda,0
18311,Province,Ontario,Langue utilisée le plus souvent au travail,Igbo,15
18312,Province,Ontario,Langue utilisée le plus souvent au travail,Kinyarwanda (rwanda),0
18313,Province,Ontario,Langue utilisée le plus souvent au travail,Lingala,0
18314,Province,Ontario,Langue utilisée le plus souvent au travail,Rundi (kiroundi),0
18315,Province,Ontario,Langue utilisée le plus souvent au travail,Shona,0
18316,Province,Ontario,Langue utilisée le plus souvent au travail,Swahili,60
18317,Province,Ontario,Langue utilisée le plus souvent au travail,Wolof,0
18318,Province,Ontario,Langue utilisée le plus souvent au travail,Yoruba,30
18319,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues nigéro-congolaises, n.i.a.",10
18321,Province,Ontario,Langue utilisée le plus souvent au travail,Dinka,0
18322,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues nilo-sahariennes, n.i.a.",10
18324,Province,Ontario,Langue utilisée le plus souvent au travail,Langue des signes américaine,795
18325,Province,Ontario,Langue utilisée le plus souvent au travail,Langue des signes québécoise,10
18329,Province,Ontario,Langue utilisée le plus souvent au travail,Hakka,45
18330,Province,Ontario,Langue utilisée le plus souvent au travail,Mandarin,37260
18331,Province,Ontario,Langue utilisée le plus souvent au travail,Min dong,35
18332,Province,Ontario,Langue utilisée le plus souvent au travail,"Min nan (chaochow, teochow, fou-kien, taïwanais)",150
18333,Province,Ontario,Langue utilisée le plus souvent au travail,Wu (shanghaïen),0
18334,Province,Ontario,Langue utilisée le plus souvent au travail,Yue (cantonais),23610
18335,Province,Ontario,Langue utilisée le plus souvent au travail,"Chinois, n.d.a.",250
18336,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues chinoises, n.i.a.",0
18338,Province,Ontario,Langue utilisée le plus souvent au travail,Birman,15
18340,Province,Ontario,Langue utilisée le plus souvent au travail,Karen s’gaw,35
18341,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues karéniques, n.i.a.",0
18342,Province,Ontario,Langue utilisée le plus souvent au travail,Tibétain,80
18343,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues tibéto-birmanes, n.i.a.",0
18344,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues sino-tibétaines, n.i.a.",25
18346,Province,Ontario,Langue utilisée le plus souvent au travail,Lao,50
18347,Province,Ontario,Langue utilisée le plus souvent au travail,Thaï,275
18348,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues taï-kadaï, n.i.a.",0
18350,Province,Ontario,Langue utilisée le plus souvent au travail,Azerbaïdjanais,35
18351,Province,Ontario,Langue utilisée le plus souvent au travail,Turc,905
18352,Province,Ontario,Langue utilisée le plus souvent au travail,Ouïghour,30
18353,Province,Ontario,Langue utilisée le plus souvent au travail,Ouzbek,0
18354,Province,Ontario,Langue utilisée le plus souvent au travail,"Langues turques, n.i.a.",0
18356,Province,Ontario,Langue utilisée le plus souvent au travail,Estonien,65
18357,Province,Ontario,Langue utilisée le plus souvent au travail,Finnois,55
18358,Province,Ontario,Langue utilisée le plus souvent au travail,Hongrois,230
18359,Province,Ontario,Langue utilisée le plus souvent au travail,"Autres langues, n.i.a.",10
18361,Province,Ontario,Langue utilisée le plus souvent au travail,Français et anglais,46525
18362,Province,Ontario,Langue utilisée le plus souvent au travail,Anglais et langue(s) non officielle(s),53330
18363,Province,Ontario,Langue utilisée le plus souvent au travail,Français et langue(s) non officielle(s),155
18364,Province,Ontario,Langue utilisée le plus souvent au travail,"Français, anglais et langue(s) non officielle(s)",880
18365,Province,Ontario,Langue utilisée le plus souvent au travail,Langues non officielles multiples,1060
18368,Province,Ontario,Langue utilisée le plus souvent au travail,Anglais,89345
18369,Province,Ontario,Langue utilisée le plus souvent au travail,Français,199430
18373,Province,Ontario,Langue utilisée le plus souvent au travail,Français et anglais,270
18374,Province,Ontario,Langue utilisée le plus souvent au travail,Anglais et langue(s) non officielle(s),7395
18375,Province,Ontario,Langue utilisée le plus souvent au travail,Français et langue(s) non officielle(s),7510
18376,Province,Ontario,Langue utilisée le plus souvent au travail,"Français, anglais et langue(s) non officielle(s)",50
18377,Province,Ontario,Langue utilisée le plus souvent au travail,Langues non officielles multiples,26705
