# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:47:49 2023
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
#
star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr
HIP 63618,HIP 63618,HD 113194,,2MASS J13022070-2647132,1,0,0,0,0,0,0,13h02m20.79s,195.586640,-26d47m11.8s,-26.786618,17.81,0.36,-0.35,8.350,0.010,1.220,0.010,K4V,0.250,0.060
HIP 63721,HIP 63721,HD 113447,,2MASS J13032906+2547478,1,0,0,0,0,0,0,13h03m28.67s,195.869463,+25d47m49.6s,25.797124,4.62,1.62,-0.95,8.750,0.010,0.460,0.020,F3V,0.010,0.670
HIP 63738 A,HIP 63738 A,HD 113415 A,GJ 496 A,2MASS J13034607-2035001 A,1,0,0,0,0,0,0,13h03m46.03s,195.941778,-20d35m00.6s,-20.583510,28.21,0.87,-0.82,5.580,0.000,0.550,0.000,F7V,4.070,0.060
HIP 63742,HIP 63742,HD 113449,,2MASS J13034967-0509423,1,0,0,0,0,0,0,13h03m49.77s,195.957361,-05d09m40.6s,-5.161279,21.69,0.44,-0.43,7.690,0.000,0.850,0.000,K1V,0.430,0.050
HIP 63762,HIP 63762,HD 115675,,2MASS J13040719+8706554,1,0,0,0,0,0,0,13h04m08.21s,196.034218,+87d06m54.0s,87.114990,24.74,0.50,-0.49,8.810,0.030,1.100,0.030,K0,0.250,0.070
HD 113538,HIP 63833,HD 113538,GJ 496.1,2MASS J13045745-5226349,1,0,0,0,0,0,2,13h04m58.23s,196.242619,-52d26m27.6s,-52.440990,15.87,0.32,-0.31,9.060,0.010,1.380,0.010,K5/M0V,0.120,0.060
HIP 63882 A,HIP 63882 A,,GJ 3760,2MASS J13052985+3708107 A,1,0,0,0,0,0,0,13h05m30.10s,196.375419,+37d08m12.4s,37.136780,24.69,3.69,-2.84,11.610,0.340,1.640,0.080,M4,0.050,0.740
HIP 63894,HIP 63894,HD 113827,GJ 498,2MASS J13054140+4928189,1,0,0,0,0,0,0,13h05m41.35s,196.422297,+49d28m17.7s,49.471595,22.37,0.69,-0.65,9.260,0.040,1.170,0.000,K0,0.160,0.110
HIP 63942 A,HIP 63942 A,,GJ 499 A,2MASS J13061537+2043444 A,1,0,0,0,0,0,0,13h06m15.43s,196.564287,+20d43m44.4s,20.728997,18.80,0.58,-0.55,9.400,0.010,1.320,0.010,M0,0.120,0.090
HIP 64048,HIP 64048,,GJ 9427,2MASS J13073508+3424060,1,0,0,0,0,0,0,13h07m35.16s,196.896489,+34d24m06.0s,34.401676,24.11,1.00,-0.93,9.290,0.050,1.180,0.000,K3III,0.170,0.140
HIP 64113,HIP 64113,,GJ 9428,2MASS J13082474+1658189,1,0,0,0,0,0,0,13h08m24.81s,197.103379,+16d58m19.2s,16.971990,25.30,2.20,-1.87,11.830,0.190,1.580,0.080,M0,0.040,0.420
HIP 64150,HIP 64150,HD 114174,GJ 9429,2MASS J13085103+0512259,1,0,0,0,0,0,0,13h08m50.97s,197.212390,+05d12m31.9s,5.208869,26.13,0.26,-0.26,6.770,0.020,0.670,0.010,G5IV,1.210,0.060
HIP 64180,HIP 64180,,,2MASS J13091376-6805332,1,0,0,0,0,0,0,13h09m13.60s,197.306663,-68d05m33.9s,-68.092754,28.10,1.79,-1.59,10.690,0.150,1.140,0.150,M0,0.080,0.320
HIP 64219,HIP 64219,HD 114260,GJ 500,2MASS J13094254-2211325,1,0,0,0,0,0,0,13h09m42.46s,197.426904,-22d11m30.4s,-22.191773,27.34,0.56,-0.54,7.360,0.010,0.720,0.020,G6V,0.810,0.070
HIP 64241,HIP 64241,HD 114378,GJ 501 A,2MASS J13095936+1731456 A,1,1,0,0,0,0,0,13h09m59.55s,197.498123,+17d31m44.8s,17.529116,17.83,0.36,-0.35,4.320,0.010,0.460,0.010,F5V,5.060,0.060
HIP 64262,HIP 64262,,,2MASS J13101698+0932097,1,0,0,0,0,0,0,13h10m16.87s,197.570274,+09d32m11.3s,9.536466,26.82,1.12,-1.03,9.260,0.050,1.020,0.020,K5,0.190,0.150
HD 114386,HIP 64295,HD 114386,,2MASS J13103983-3503168,1,0,0,0,0,1,1,13h10m39.92s,197.666340,-35d03m14.4s,-35.053993,28.89,0.89,-0.84,8.730,0.000,0.980,0.000,K3V,0.320,0.080
HIP 64394,HIP 64394,HD 114710,GJ 502,2MASS J13115238+2752411,1,1,1,0,0,1,0,13h11m52.92s,197.970511,+27d52m33.7s,27.876038,9.13,,,4.240,0.020,0.570,0.010,G0V,1.480,0.060
HD 114613,HIP 64408,HD 114613,GJ 501.2,2MASS J13120320-3748110,1,1,0,0,0,1,1,13h12m03.47s,198.014445,-37d48m11.3s,-37.803136,20.67,0.21,-0.20,4.840,0.020,0.700,0.020,G3V,4.480,0.060
HD 114783,HIP 64457,HD 114783,GJ 3769,2MASS J13124377-0215540,1,0,0,0,0,1,2,13h12m43.87s,198.182777,-02d15m54.2s,-2.265063,20.50,0.21,-0.20,7.550,0.010,0.920,0.010,K1V,0.420,0.050
HIP 64475,HIP 64475,HD 114747,,2MASS J13125431-3042423,1,0,0,0,0,0,0,13h12m54.44s,198.226847,-30d42m43.7s,-30.712128,26.82,0.55,-0.53,8.050,0.030,0.920,0.000,K1IV/V,0.450,0.070
HIP 64532,HIP 64532,HD 115043,GJ 503.2,2MASS J13133699+5642298,1,0,0,0,0,0,0,13h13m36.89s,198.403707,+56d42m29.9s,56.708314,25.30,0.26,-0.25,6.810,0.020,0.600,0.000,G1V,1.070,0.050
HIP 64550,HIP 64550,HD 114853,,2MASS J13135221-4511090,1,0,0,0,0,0,0,13h13m52.32s,198.467986,-45d11m07.9s,-45.185531,24.42,0.25,-0.24,6.930,0.000,0.640,0.000,G2V,0.920,0.040
HIP 64583,HIP 64583,HD 114837,GJ 503 A,2MASS J13141513-5906114 A,1,1,0,0,0,0,0,13h14m15.43s,198.564284,-59d06m10.3s,-59.102859,18.20,0.18,-0.18,4.910,0.020,0.470,0.020,F5V,3.130,0.060
HIP 64690,HIP 64690,HD 113283,,2MASS J13152666-8733386,1,0,0,0,0,0,0,13h15m29.48s,198.872853,-87d33m37.1s,-87.560304,24.57,0.25,-0.24,7.140,0.010,0.700,0.010,G3/5V,0.810,0.050
GJ 504,HIP 64792,HD 115383,GJ 504,2MASS J13164653+0925269,1,0,0,0,0,1,1,13h16m46.71s,199.194639,+09d25m25.3s,9.423693,17.56,,,5.180,0.020,0.590,0.010,G0Vs,2.290,0.060
HIP 64797 A,HIP 64797 A,HD 115404,GJ 505 A,2MASS J13165106+1701021,1,0,0,0,0,0,0,13h16m50.67s,199.211114,+17d01m04.1s,17.017816,11.07,0.11,-0.11,6.560,0.020,0.930,0.000,K2V,0.320,0.110
HIP 64880,HIP 64880,,GJ 505 A,2MASS J13175839+3617574,1,0,0,0,0,0,0,13h17m58.45s,199.493533,+36d17m59.8s,36.299953,21.56,0.90,-0.83,11.280,0.000,1.360,0.010,M2V:,0.040,0.140
HIP 64895,HIP 64895,,,2MASS J13180591-1446477,1,0,0,0,0,0,0,13h18m06.07s,199.525310,-14d46m46.0s,-14.779439,27.63,2.08,-1.81,10.880,0.000,1.340,0.010,K6,0.070,0.150
61 Vir,HIP 64924,HD 115617,GJ 506,2MASS J13182443-1818387,1,1,1,0,1,1,3,13h18m24.97s,199.604050,-18d18m31.0s,-18.308611,8.56,,,4.740,0.000,0.710,0.010,G5V,0.870,0.100
HIP 65011,HIP 65011,,GJ 507 A,2MASS J13193356+3506373,1,0,0,0,0,0,0,13h19m33.32s,199.888815,+35d06m43.4s,35.112047,13.27,0.27,-0.26,9.450,0.050,1.470,0.040,M0,0.080,0.130
HIP 65012,HIP 65012,,GJ 507 B,2MASS J13193466+3506258,1,0,0,0,0,0,0,13h19m34.43s,199.893457,+35d06m32.2s,35.108948,15.61,3.43,-2.38,11.810,0.200,1.470,0.020,M3,0.020,0.660
HIP 65016,HIP 65016,,GJ 507.1,2MASS J13194014+3320477,1,0,0,0,0,0,0,13h19m40.33s,199.918059,+33d20m48.8s,33.346876,16.99,0.53,-0.49,10.620,0.010,1.470,0.020,M2,0.060,0.110
HIP 65026 A,HIP 65026 A,HD 115953,GJ 508 A,2MASS J13194569+4746409 A,1,0,0,0,0,0,0,13h19m45.58s,199.939904,+47d46m41.1s,47.778072,10.71,0.22,-0.21,8.640,0.030,1.470,0.020,K0,0.140,0.120
HIP 65083,HIP 65083,,,2MASS J13202492-0139266,1,0,0,0,0,0,0,13h20m24.87s,200.103608,-01d39m24.8s,-1.656897,21.54,1.62,-1.41,11.590,0.010,1.510,0.010,,0.040,0.190
HIP 65109,HIP 65109,HD 115892,GJ 508.1,2MASS J13203582-3642443,1,1,0,0,0,0,0,13h20m36.07s,200.150273,-36d42m43.5s,-36.712081,18.02,,,2.720,0.020,0.070,0.020,A2V,26.990,0.060
HIP 65143,HIP 65143,,GJ 508.2,2MASS J13205797+3416446,1,0,0,0,0,0,0,13h20m57.71s,200.240447,+34d16m46.8s,34.279667,16.04,0.50,-0.47,10.620,0.000,1.510,0.000,M0,0.060,0.120
HIP 65269,HIP 65269,HD 116220,,2MASS J13223431-2257049,1,0,0,0,0,0,0,13h22m34.12s,200.642151,-22d57m07.4s,-22.952046,17.28,18.72,-5.91,8.250,0.030,0.580,0.030,G1/G2V,0.130,1.640
HIP 65327 A,HIP 65327 A,HD 238224,GJ 509.1,2MASS J13232325+5754222 A,1,0,0,0,0,0,0,13h23m23.16s,200.846489,+57d54m22.2s,57.906158,24.78,0.77,-0.72,9.720,0.060,1.260,0.000,M0V,0.150,0.140
HIP 65343 A,HIP 65343 A,HD 116495 A,GJ 509 A,2MASS J13233281+2914149 A,1,0,0,0,0,0,0,13h23m33.10s,200.887905,+29d14m12.8s,29.236886,18.82,0.38,-0.37,8.880,0.010,1.320,0.020,K5,0.210,0.050
HIP 65352,HIP 65352,HD 116442,GJ 3781 A,2MASS J13233916+0243239,1,0,0,1,0,0,0,13h23m39.15s,200.913111,+02d43m22.2s,2.722842,15.45,0.32,-0.30,7.060,0.010,0.780,0.020,G8/K0V,0.360,0.060
HIP 65355,HIP 65355,HD 116443,GJ 3782 B,2MASS J13234086+0243309,1,0,0,0,0,0,0,13h23m40.84s,200.920174,+02d43m29.2s,2.724785,16.14,0.33,-0.32,7.290,0.020,0.880,0.020,G8/K0V,0.330,0.070
HIP 65378 A,HIP 65378 A,HD 116656,GJ 3783 A,2MASS J13235563+5455292,1,1,0,0,0,0,0,13h23m55.42s,200.980916,+54d55m31.5s,54.925415,26.31,1.10,-1.01,2.220,0.000,0.050,0.000,A2V,83.790,0.120
HIP 65420,HIP 65420,HD 116568,,2MASS J13243322-0509504,1,0,0,0,0,0,0,13h24m33.14s,201.138069,-05d09m50.1s,-5.163922,29.97,0.61,-0.59,5.750,0.020,0.420,0.010,F3V,3.800,0.070
HIP 65477,HIP 65477,HD 116842,GJ 3785,2MASS J13251353+5459165,1,1,0,0,0,0,0,13h25m13.42s,201.305898,+54d59m16.8s,54.987999,25.06,,,3.980,0.020,0.170,0.010,A5VSB,13.470,0.060
HIP 65515,HIP 65515,HD 116956,,2MASS J13254557+5658137,1,0,0,0,0,0,0,13h25m45.76s,201.440687,+56d58m13.7s,56.970466,21.59,0.22,-0.21,7.290,0.020,0.820,0.020,G9IV-V,0.560,0.050
HIP 65520,HIP 65520,,GJ 510,2MASS J13254887-2822263,1,0,0,0,0,0,0,13h25m49.15s,201.454775,-28d22m25.4s,-28.373734,16.74,0.70,-0.64,11.020,0.010,1.510,0.010,M,0.040,0.140
HIP 65530,HIP 65530,HD 117043,GJ 511.1,2MASS J13255983+6315406,1,0,0,1,0,0,0,13h26m00.37s,201.501530,+63d15m38.7s,63.260739,21.17,0.21,-0.21,6.500,0.000,0.740,0.000,G6V,1.060,0.020
HIP 65602,HIP 65602,HD 116920,GJ 511 B,2MASS J13270292-2417255,1,0,0,0,0,0,0,13h27m03.12s,201.762999,-24d17m25.1s,-24.290295,29.43,0.60,-0.58,8.720,0.000,0.910,0.000,K3V,0.320,0.060
HIP 65640,HIP 65640,HD 117099,,2MASS J13272719+3543344,1,0,0,0,0,0,0,13h27m27.37s,201.864061,+35d43m37.1s,35.726963,27.14,0.55,-0.53,8.740,0.030,1.000,0.010,K0,0.290,0.090
HIP 65669,HIP 65669,,,2MASS J13275397-2657013,1,0,0,0,0,0,0,13h27m54.09s,201.975394,-26d57m00.5s,-26.950147,21.08,1.35,-1.19,11.780,0.010,1.550,0.010,,0.030,0.170
HIP 65714,HIP 65714,,GJ 512 A,2MASS J13282106-0221365,1,0,0,0,0,0,0,13h28m20.99s,202.087460,-02d21m32.8s,-2.359101,13.89,0.58,-0.53,11.230,0.000,1.540,0.000,M4+...,0.030,0.130
70 Vir,HIP 65721,HD 117176,GJ 512.1,2MASS J13282584+1346447,1,0,0,0,0,1,1,13h28m25.95s,202.108127,+13d46m48.7s,13.780188,17.99,,,4.960,0.020,0.710,0.010,G5V,3.170,0.060
HD 117207,HIP 65808,HD 117207,,2MASS J13292114-3534154,0,0,1,0,0,1,1,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,32.38,0.05,-0.05,7.240,,0.727,0.014,G8 IV/V,,
HIP 65859,HIP 65859,,GJ 514,2MASS J13295979+1022376,1,0,0,0,0,0,0,13h29m59.12s,202.496321,+10d22m47.2s,10.379773,7.66,0.08,-0.08,9.030,0.010,1.500,0.010,M1V,0.040,0.090
HIP 65877,HIP 65877,,GJ 515,2MASS J13301370-0834290,1,0,0,0,0,0,0,13h30m14.29s,202.559554,-08d34m25.3s,-8.573703,17.38,1.31,-1.14,12.340,0.010,0.060,0.010,DA,0.010,0.180
HIP 66077,HIP 66077,,GJ 516 A,2MASS J13324460+1648397 A,1,0,0,0,0,0,0,13h32m44.44s,203.185152,+16d48m41.0s,16.811387,12.76,4.25,-2.55,11.400,0.010,1.560,0.010,M4Ve,0.020,0.950
HIP 66125,HIP 66125,,,2MASS J13331864-7734248,1,0,0,0,0,0,0,13h33m19.66s,203.331910,-77d34m23.6s,-77.573215,17.93,3.94,-2.74,9.280,0.010,0.930,0.010,G,0.070,0.440
HIP 66147,HIP 66147,HD 117936,GJ 2102,2MASS J13333239+0835122,1,0,0,0,0,0,0,13h33m32.70s,203.386246,+08d35m11.5s,8.586534,19.07,0.39,-0.37,7.960,0.010,1.070,0.010,K0,0.290,0.060
HIP 66193,HIP 66193,HD 118096,GJ 9451,2MASS J13340323+3313423,1,0,0,0,0,0,0,13h34m03.42s,203.514244,+33d13m39.4s,33.227602,22.36,0.46,-0.44,9.230,0.030,1.080,0.020,K5IV,0.140,0.090
HIP 66212 A,HIP 66212 A,HD 118036,,2MASS J13341632-0018499 A,1,0,0,0,0,0,0,13h34m16.38s,203.568237,-00d18m49.8s,-0.313839,26.56,0.82,-0.77,7.340,0.010,0.930,0.010,K0V,0.710,0.090
HIP 66222,HIP 66222,,GJ 1172,2MASS J13342150+0440026,1,0,0,0,0,0,0,13h34m21.41s,203.589216,+04d40m03.7s,4.667700,21.32,0.66,-0.62,9.950,0.000,1.390,0.000,M0.5V:,0.110,0.080
HIP 66249,HIP 66249,HD 118098,GJ 3792,2MASS J13344160-0035450,1,1,0,0,0,0,0,13h34m41.75s,203.673978,-00d35m45.4s,-0.595938,22.71,,,3.380,0.000,0.110,0.000,A0/1IV,19.740,0.050
HIP 66252,HIP 66252,HD 118100,GJ 517,2MASS J13344322-0820311,1,0,0,0,0,0,0,13h34m43.38s,203.680730,-08d20m30.5s,-8.341816,20.21,0.20,-0.20,9.350,0.010,1.200,0.010,K4V,0.140,0.070
HIP 66459,HIP 66459,,GJ 519,2MASS J13372875+3543039,1,0,0,0,0,0,0,13h37m28.54s,204.368912,+35d43m04.5s,35.717905,10.94,0.11,-0.11,9.060,0.010,1.390,0.010,M9,0.070,0.040
HIP 66492 A,HIP 66492 A,,GJ 520 A,2MASS J13375120+4808174 A,1,0,0,0,0,1,0,13h37m51.43s,204.464293,+48d08m18.3s,48.138416,22.14,0.92,-0.85,9.770,0.000,1.380,0.010,M0...,0.150,0.100
HIP 66578,HIP 66578,,,2MASS J13385054+7017077,1,0,0,0,0,0,0,13h38m51.17s,204.713219,+70d17m07.8s,70.285513,26.12,2.27,-1.93,12.790,0.030,-0.110,0.050,DA:,0.030,0.220
HIP 66587,HIP 66587,,,2MASS J13385869-0614123,1,0,0,0,0,0,0,13h38m58.63s,204.744305,-06d14m10.9s,-6.236354,23.57,1.24,-1.12,10.720,0.010,1.440,0.010,K5,0.070,0.130
HIP 66625,HIP 66625,,GJ 521,2MASS J13392410+4611114,1,0,0,0,0,0,0,13h39m24.14s,204.850574,+46d11m08.0s,46.185544,13.01,0.27,-0.26,10.240,0.010,1.370,0.020,M2,0.040,0.110
HIP 66675,HIP 66675,HD 118926,GJ 521.1,2MASS J13400715-0411101,1,0,0,0,0,0,0,13h40m07.36s,205.030653,-04d11m14.2s,-4.187276,14.80,0.30,-0.29,9.610,0.000,1.380,0.000,K5V,0.070,0.040
HIP 66704,HIP 66704,HD 119124,GJ 521.2 A,2MASS J13402322+5031100,1,0,0,0,0,0,0,13h40m23.35s,205.097281,+50d31m09.4s,50.519272,25.33,0.26,-0.25,6.330,0.020,0.520,0.020,F7.7V,1.650,0.050
HIP 66765,HIP 66765,HD 118972,GJ 1175,2MASS J13410416-3427507,1,0,0,0,0,0,0,13h41m04.03s,205.266773,-34d27m49.5s,-34.463752,15.65,0.16,-0.15,6.910,0.020,0.860,0.010,K1V,0.430,0.040
HIP 66781,HIP 66781,HD 119332,,2MASS J13411342+5643377,1,0,0,0,0,0,0,13h41m13.42s,205.305929,+56d43m37.2s,56.727001,24.64,0.25,-0.24,7.780,0.020,0.840,0.020,K0IV-V,0.480,0.060
HIP 66840,HIP 66840,HD 119217,GJ 522,2MASS J13415569-0007445,1,0,0,0,0,0,0,13h41m55.78s,205.482431,-00d07m41.2s,-0.128099,23.64,0.73,-0.69,9.760,0.000,1.290,0.000,K3/4(III),0.130,0.080
HIP 66886,HIP 66886,HD 119291,GJ 1176,2MASS J13422606-0141102,1,0,0,0,0,0,0,13h42m26.20s,205.609180,-01d41m09.2s,-1.685896,24.13,0.75,-0.70,9.240,0.000,1.190,0.000,K4V,0.190,0.070
HIP 66906,HIP 66906,,GJ 3801,2MASS J13424328+3317255,1,0,0,0,0,0,0,13h42m43.35s,205.680612,+33d17m30.6s,33.291822,9.28,0.29,-0.27,12.030,0.550,2.400,0.500,M:,0.010,0.830
HIP 66954,HIP 66954,,GJ 523,2MASS J13432305+3914570,1,0,0,0,0,0,0,13h43m23.01s,205.845873,+39d14m57.6s,39.249331,27.51,0.85,-0.80,9.230,0.030,1.100,0.000,K8,0.210,0.100
HIP 66993,HIP 66993,,,2MASS J13434678-3524151,1,0,0,0,0,0,0,13h43m46.73s,205.944719,-35d24m18.9s,-35.405258,26.91,2.34,-1.99,11.800,0.020,1.440,0.020,,0.040,0.200
HIP 67090,HIP 67090,,GJ 525,2MASS J13450502+1747105,1,0,0,0,0,0,0,13h45m04.80s,206.270019,+17d47m23.6s,17.789892,13.24,0.13,-0.13,9.750,0.010,1.440,0.010,,0.050,0.040
HIP 67092,HIP 67092,,GJ 524.1,2MASS J13450533-0437132,1,0,0,0,0,0,0,13h45m05.43s,206.272642,-04d37m12.4s,-4.620109,25.10,1.32,-1.20,10.540,0.010,1.340,0.020,M2,0.080,0.130
HIP 67105,HIP 67105,HD 119802,,2MASS J13451470+0850094,1,0,0,0,0,0,0,13h45m14.76s,206.311485,+08d50m10.4s,8.836209,20.99,0.43,-0.41,8.460,0.010,1.080,0.010,K2,0.220,0.070
HIP 67153,HIP 67153,HD 119756,GJ 525.1,2MASS J13454130-3302372,1,1,0,0,0,0,0,13h45m41.57s,206.423194,-33d02m36.1s,-33.043366,19.40,,,4.230,0.020,0.370,0.020,F3V,6.360,0.060
HIP 67155,HIP 67155,HD 119850,GJ 526,2MASS J13454354+1453317,1,0,0,0,0,0,0,13h45m42.70s,206.427930,+14d53m42.2s,14.895057,5.41,0.05,-0.05,8.430,0.010,1.460,0.010,M1.0V,0.040,0.090
HIP 67164,HIP 67164,,GJ 3804,2MASS J13455074-1758047,1,0,0,0,0,0,0,13h45m50.90s,206.462096,-17d58m00.8s,-17.966883,10.24,0.54,-0.49,11.870,0.010,1.550,0.010,M:,0.010,0.160
tau Boo,HIP 67275,HD 120136,GJ 527 A,2MASS J13471581+1727249 A,1,1,1,0,1,1,1,13h47m16.04s,206.816819,+17d27m24.4s,17.456774,15.62,,,4.480,0.020,0.510,0.000,F7V,3.350,0.060
HIP 67301,HIP 67301,HD 120315,,2MASS J13473244+4918477,0,1,0,0,0,0,0,13h47m32.44s,206.885162,+49d18m47.8s,49.313267,30.87,0.69,-0.72,1.860,,-0.190,,B3+ V,,
HIP 67308 A,HIP 67308 A,HD 120036 A,GJ 1177 A,2MASS J13474215-3225480,1,0,0,0,0,0,0,13h47m42.10s,206.925426,-32d25m47.9s,-32.429976,14.49,0.30,-0.28,8.840,0.040,1.320,0.000,K5/M1V+K(5)V,0.120,0.090
HIP 67309 A,HIP 67309 A,,,2MASS J13474241+2127374 A,1,0,0,0,0,0,0,13h47m42.35s,206.926466,+21d27m38.4s,21.460679,28.03,2.11,-1.83,11.580,0.010,1.510,0.020,M0,0.070,0.200
HIP 67408 A,HIP 67408 A,HD 120237,GJ 3806 A,2MASS J13485513-3542148,1,0,0,0,0,0,0,13h48m55.45s,207.231022,-35d42m13.5s,-35.703737,29.47,0.60,-0.58,6.560,0.000,0.560,0.010,G0V,1.820,0.110
HIP 67422 A,HIP 67422 A,HD 120476 A,GJ 528 A,2MASS J13490399+2658469,1,0,0,0,0,0,0,13h49m04.28s,207.267815,+26d58m48.5s,26.980129,13.41,0.14,-0.13,7.050,0.010,1.110,0.010,K2,0.380,0.100
HIP 67487,HIP 67487,HD 120467,GJ 529,2MASS J13494500-2206392,1,0,0,0,0,0,0,13h49m45.91s,207.441283,-22d06m35.6s,-22.109891,14.30,0.14,-0.14,8.170,0.010,1.260,0.010,K4/5V,0.180,0.050
HIP 67593,HIP 67593,,,,1,0,0,0,0,0,0,13h51m01.44s,207.756010,+23d45m49.1s,23.763626,5.33,2.87,-1.38,11.380,0.240,1.170,0.240,,0.000,1.220
HIP 67601,HIP 67601,HD 120491,,2MASS J13510590-5344060,1,0,0,0,0,0,0,13h51m06.10s,207.775411,-53d44m05.4s,-53.734838,26.34,1.10,-1.01,9.550,0.050,1.110,0.010,K3V,0.150,0.140
HIP 67620,HIP 67620,HD 120690,GJ 530,2MASS J13512039-2423252,1,0,0,0,0,0,0,13h51m20.70s,207.836251,-24d23m23.2s,-24.389772,19.47,0.20,-0.19,6.430,0.000,0.700,0.010,G5V,0.970,0.030
HIP 67655,HIP 67655,HD 120559,,2MASS J13514042-5726080,1,0,0,0,0,0,0,13h51m40.79s,207.919969,-57d26m04.7s,-57.434652,25.37,0.52,-0.50,7.980,0.010,0.670,0.010,G5WF8V,0.400,0.070
HIP 67691,HIP 67691,HD 234078,GJ 532,2MASS J13515995+4957033,1,0,0,0,0,0,0,13h51m59.62s,207.998424,+49d57m04.5s,49.951247,14.20,0.14,-0.14,8.830,0.040,1.320,0.010,K5,0.120,0.070
HIP 67742,HIP 67742,HD 120780,GJ 531,2MASS J13523589-5055179,1,0,0,0,0,0,0,13h52m36.41s,208.151710,-50d55m17.8s,-50.921604,17.08,0.17,-0.17,7.390,0.010,0.890,0.010,K3V,0.350,0.110
HIP 67756,HIP 67756,,GJ 533.1,2MASS J13525004+6537197,1,0,0,0,0,0,0,13h52m50.83s,208.211784,+65d37m21.1s,65.622515,26.77,1.41,-1.27,11.520,0.340,1.570,0.080,M1,0.050,0.570
HIP 67761,HIP 67761,,,2MASS J13525350-1820165,1,0,0,0,0,0,0,13h52m53.64s,208.223503,-18d20m15.8s,-18.337725,23.29,2.03,-1.73,11.770,0.010,1.520,0.010,,0.040,0.200
HIP 67773,HIP 67773,HD 121131,,2MASS J13530528+2748245,1,0,0,0,0,0,0,13h53m05.14s,208.271428,+27d48m27.9s,27.807741,29.05,1.21,-1.12,8.370,0.000,0.820,0.010,K1V,0.390,0.080
HIP 67808,HIP 67808,,GJ 533,2MASS J13532757+1256345,1,0,0,0,0,0,0,13h53m27.65s,208.365223,+12d56m39.1s,12.944187,20.95,0.87,-0.81,9.780,0.000,1.370,0.000,M0,0.130,0.080
HIP 67842,HIP 67842,,GJ 534.2,2MASS J13534717+7851069,1,0,0,0,0,0,0,13h53m47.91s,208.449633,+78d51m05.8s,78.851610,24.15,0.75,-0.70,10.630,0.010,1.420,0.010,M0,0.090,0.120
HIP 67927,HIP 67927,HD 121370,GJ 534,2MASS J13544106+1823514,1,1,1,0,0,0,0,13h54m41.12s,208.671317,+18d23m54.9s,18.398587,11.40,0.12,-0.11,2.680,0.000,0.580,0.000,G0IV,9.600,0.060
HIP 67960 A,HIP 67960 A,HD 121271,GJ 1181 A,2MASS J13550260-2905257 A,1,0,0,0,0,0,0,13h55m02.74s,208.761421,-29d05m25.0s,-29.090286,17.26,0.53,-0.50,9.530,0.000,1.410,0.010,K5/M0V,0.130,0.110
HIP 67986,HIP 67986,HD 120744,,2MASS J13552083-7616145,1,0,0,0,0,0,0,13h55m21.25s,208.838524,-76d16m14.4s,-76.270658,26.88,0.55,-0.53,8.330,0.020,0.930,0.020,K2V,0.360,0.070
HIP 68030,HIP 68030,HD 121560,,2MASS J13554999+1403234,1,0,0,0,0,0,0,13h55m50.17s,208.959036,+14d03m23.3s,14.056481,24.86,0.25,-0.25,6.170,0.020,0.500,0.020,F6V,1.840,0.050
HIP 68184,HIP 68184,HD 122064,,2MASS J13573203+6129343,1,0,0,0,0,0,0,13h57m32.10s,209.383737,+61d29m32.4s,61.492335,10.06,,,6.490,0.020,1.050,0.020,K3V,0.330,0.100
HIP 68337,HIP 68337,HD 122120,GJ 535,2MASS J13591941+2252111,1,0,0,0,0,0,0,13h59m19.50s,209.831270,+22d52m11.0s,22.869720,24.80,0.51,-0.49,9.030,0.030,1.160,0.000,K,0.220,0.090
