# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:45:56 2023
#
# COLUMN tic_id:         TIC ID
# COLUMN hip_name:       HIP ID
# COLUMN hip_compname:   HIP Component ID
# COLUMN hd_name:        HD ID
# COLUMN hr_name:        HR ID
# COLUMN gj_name:        GJ ID
# COLUMN constellation:  Constellation ID
# COLUMN hostname:       Host Name
# COLUMN sy_dist:        Distance [pc]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr:      Parallax [mas] Unc
# COLUMN sy_plx_reflink: Parallax [mas] Reference
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr:     V (Johnson) Magnitude Unc
# COLUMN sy_vmag_reflink: V (Johnson) Magnitude Reference
# COLUMN sy_bvmag:       B-V (Johnson) Color [mag]
# COLUMN sy_bvmagerr:    B-V (Johnson) Color [mag] Unc
# COLUMN sy_bvmag_reflink: B-V (Johnson) Color [mag] Reference
# COLUMN sy_rcmag:       R (Cousins) Magnitude
# COLUMN sy_rcmag_reflink: R (Cousins) Magnitude Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_spectype_reflink: Spectral Type Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teff_reflink: Stellar Effective Temperature [K] Reference
# COLUMN st_lum:         Stellar Luminosity [log10(Solar)]
# COLUMN st_lumerr:      Stellar Luminosity Unc. [log10(Solar)]
# COLUMN st_lum_reflink: Stellar Luminosity [log10(Solar)] Reference
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_diam:        Stellar Angular Diameter [mas]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr:      Stellar Metallicity Unc. [dex]
# COLUMN st_met_reflink: Stellar Metallicity [dex] Reference
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logg_reflink: Stellar Surface Gravity [log10(cm/s**2)] Reference
# COLUMN st_log_rhk:     Stellar Ca II Chromospheric Activity Index [log R HK]
# COLUMN st_log_rhk_reflink: Stellar Ca II Chromospheric Activity Index [log R HK] Reference
# COLUMN st_eei_orbsep:  Earth Equivalent Insolation Distance [au]
# COLUMN st_eei_angsep:  Earth Equivalent Insolation Distance [mas]
# COLUMN st_etwin_bratio: Earth Equivalent Planet-Star Ratio
# COLUMN st_etwin_rcmag: Earth Equivalent R (Cousins) Magnitude
# COLUMN st_eei_orbper:  Orbital Period at EEID [days]
# COLUMN st_etwin_rvamp: Earth Equivalent Radial Velocity Amplitude [cm/s]
# COLUMN st_etwin_astamp: Earth Equivalent Astrometric Amplitude [uas]
# COLUMN wds_designation: WDS Designation
# COLUMN wds_comp:       WDS Component
# COLUMN wds_sep:        WDS Separation [arcsec]
# COLUMN wds_deltamag:   WDS Delta mag
# COLUMN sy_disks_flag:  Disks Flag
# COLUMN sy_disks_flag_reflink: Disks Flag Reference
# COLUMN sy_planets_flag: Planets Flag
# COLUMN sy_pnum:        Number of Planets
# COLUMN target_group:   Target Group
#
tic_id,hip_name,hip_compname,hd_name,hr_name,gj_name,constellation,hostname,sy_dist,ra,dec,sy_plx,sy_plxerr,sy_plx_reflink,sy_vmag,sy_vmagerr,sy_vmag_reflink,sy_bvmag,sy_bvmagerr,sy_bvmag_reflink,sy_rcmag,sy_rcmag_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr,st_teff_reflink,st_lum,st_lumerr,st_lum_reflink,st_rad,st_diam,st_mass,st_met,st_meterr,st_met_reflink,st_logg,st_loggerr,st_logg_reflink,st_log_rhk,st_log_rhk_reflink,st_eei_orbsep,st_eei_angsep,st_etwin_bratio,st_etwin_rcmag,st_eei_orbper,st_etwin_rvamp,st_etwin_astamp,wds_designation,wds_comp,wds_sep,wds_deltamag,sy_disks_flag,sy_disks_flag_reflink,sy_planets_flag,sy_pnum,target_group
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 117979951"" target=_blank>TIC 117979951</a>",HIP 22263,,HD 30495,HR 1532,GJ 177,58 Eri,58 Eridani,13.2400,71.9012154,-16.9344557,75.5289,0.0539,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.489,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.632,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.115,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G1.5V(n),"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5833,10,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.0149,0.0122,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.962,0.676,1.04,0.000,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.490,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.511,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.983,74.24,1.20e-10,29.92,349.1,8.90,0.214,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2008ApJ...674.1086T/abstract"" target=_blank>2008ApJ...674.1086T</a>",N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 399665349"" target=_blank>TIC 399665349</a>",HIP 22449,,HD 30652,HR 1543,GJ 178,pi3 Ori,Tabit,8.0684,72.4600454,6.9612745,123.9400,0.1700,"<a href=""https://ui.adsabs.harvard.edu/abs/2007A&A...474..653V/abstract"" target=_blank>2007A&A...474..653V</a>",3.184,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.484,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",2.920,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F6V,"<a href=""https://ui.adsabs.harvard.edu/abs/1973ARA&A..11...29M/abstract"" target=_blank>1973ARA&A..11...29M</a>",6443,14,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.4330,0.0083,"<a href=""https://ui.adsabs.harvard.edu/abs/2017ApJ...836...77Y/abstract"" target=_blank>2017ApJ...836...77Y</a>",1.321,1.523,1.25,0.030,0.030,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.300,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.650,"<a href=""https://ui.adsabs.harvard.edu/abs/2004ApJS..152..261W/abstract"" target=_blank>2004ApJS..152..261W</a>",1.646,204.03,4.27e-11,28.84,690.0,6.27,0.490,04498+0658,A,73.20,8.09,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 213041474"" target=_blank>TIC 213041474</a>",HIP 23311,,HD 32147,HR 1614,GJ 183,,HD 32147,8.8440,75.2041639,-5.7536734,113.0715,0.0222,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",6.202,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",1.053,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",5.610,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",K3+V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",4810,20,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.5373,0.0139,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.776,0.816,0.75,0.310,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.460,0.04,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.948,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.539,60.91,3.99e-10,29.11,166.8,14.16,0.244,,,,,N,,N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 381949122"" target=_blank>TIC 381949122</a>",HIP 23693,,HD 33262 A,HR 1674 A,GJ 189,zet Dor A,Zeta Doradus A,11.6927,76.3777320,-57.4727047,85.5233,0.0755,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.701,0.000,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.522,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.375,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F9V Fe-0.5,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6158,23,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.1662,0.0137,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.064,0.846,1.14,-0.180,0.030,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.430,0.05,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.426,"<a href=""https://ui.adsabs.harvard.edu/abs/2009A&A...493.1099S/abstract"" target=_blank>2009A&A...493.1099S</a>",1.211,103.56,7.89e-11,29.63,455.8,7.66,0.273,05055-5728,A,321.60,4.34,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2008ApJ...674.1086T/abstract"" target=_blank>2008ApJ...674.1086T</a>",N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 27136704"" target=_blank>TIC 27136704</a>",HIP 23835,,HD 32923,HR 1656,GJ 188,104 Tau,104 Tauri,15.9172,76.8625232,18.6450499,62.8252,0.1094,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.915,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.645,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1997A&AS..124..349M/abstract"" target=_blank>1997A&AS..124..349M</a>",4.530,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",G1V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",5691,17,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.3805,0.0123,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.594,0.931,1.04,-0.200,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.060,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-5.103,"<a href=""https://ui.adsabs.harvard.edu/abs/2021A&A...646A..77G/abstract"" target=_blank>2021A&A...646A..77G</a>",1.550,97.36,4.82e-11,30.32,690.9,7.09,0.281,05074+1839,A,0.10,0.00,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 409104974"" target=_blank>TIC 409104974</a>",HIP 24813,,HD 34411,HR 1729,GJ 197,lam Aur,Lambda Aurigae,12.5625,79.7853144,40.0990514,79.6021,0.1005,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.705,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.624,0.015,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.319,estimated,G1.5V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5854,13,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.2385,0.0055,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",1.279,0.947,1.08,0.060,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.240,0.06,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-5.085,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",1.316,104.76,6.68e-11,29.76,530.6,7.55,0.291,,,,,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 142103211"" target=_blank>TIC 142103211</a>",HIP 25110,,HD 33564,HR 1686,GJ 196,,HD 33564,20.7858,80.6397108,79.2311507,48.1098,0.0727,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.080,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.506,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.790,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",F7V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6354,32,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.5171,0.0165,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.496,0.670,1.21,0.120,0.040,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.200,0.08,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.979,"<a href=""https://ui.adsabs.harvard.edu/abs/2009A&A...493.1099S/abstract"" target=_blank>2009A&A...493.1099S</a>",1.814,87.25,3.52e-11,30.92,811.0,6.08,0.217,05226+7914,A,31.10,4.00,N,,Y,1,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 47346402"" target=_blank>TIC 47346402</a>",HIP 25278,,HD 35296,HR 1780,GJ 202,111 Tau,111 Tauri,14.5792,81.1060970,17.3835351,68.5908,0.1040,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.009,0.011,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.544,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.700,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",F8V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6131,18,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.2499,0.0139,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.182,0.754,1.18,0.010,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.290,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.378,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",1.333,91.45,6.51e-11,30.17,517.7,7.18,0.233,05244+1723,A,106.70,3.73,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 261136679"" target=_blank>TIC 261136679</a>",HIP 26394,,HD 39091,HR 2022,GJ 9189,pi Men,Pi Mensae,18.2874,84.2911952,-80.4691207,54.6825,0.0354,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.666,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.600,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.310,estimated,G0V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5982,15,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.1856,0.0132,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.153,0.586,1.08,0.090,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.390,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.900,"<a href=""https://ui.adsabs.harvard.edu/abs/2005A&A...443..609S/abstract"" target=_blank>2005A&A...443..609S</a>",1.238,67.71,7.55e-11,30.62,484.2,7.78,0.188,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.3046S/abstract"" target=_blank>2018MNRAS.475.3046S</a>",Y,3,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 311063391"" target=_blank>TIC 311063391</a>",HIP 26779,,HD 37394,HR 1925,GJ 211,V538 Aur,V538 Aurigae,12.2701,85.3347320,53.4810580,81.4987,0.0253,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",6.200,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.840,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.730,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",K1V,"<a href=""https://ui.adsabs.harvard.edu/abs/1967AJ.....72.1334C/abstract"" target=_blank>1967AJ.....72.1334C</a>",5226,36,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.3209,0.0104,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.843,0.639,0.88,0.100,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.520,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.454,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.691,56.33,2.42e-10,29.77,223.7,11.54,0.192,05413+5329,A,97.90,3.55,N,,N,0,B
TIC 93279196,HIP 27072,B,HD 38392,HR 1982,GJ 216B,gam Lep B,Gamma Leporis B,8.8916,86.1105697,-22.4218374,112.4661,0.0225,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",6.142,0.009,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.954,0.009,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.640,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",K2.5V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",4950,62,"<a href=""https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.1332M/abstract"" target=_blank>2018MNRAS.479.1332M</a>",-0.5534,0.0092,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.719,0.752,0.81,-0.140,0.040,"<a href=""https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.1332M0/abstract"" target=_blank>2018MNRAS.479.1332M0</a>",4.330,0.16,"<a href=""https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.1332M0/abstract"" target=_blank>2018MNRAS.479.1332M0</a>",-4.500,"<a href=""https://ui.adsabs.harvard.edu/abs/2004A&A...423..517R/abstract"" target=_blank>2004A&A...423..517R</a>",0.529,59.47,4.14e-10,29.10,156.1,13.75,0.221,05445-2227,B,95.50,-2.64,N,,N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 93280676"" target=_blank>TIC 93280676</a>",HIP 27072,A,HD 38393,HR 1983,GJ 216A,gam Lep A,Gamma Leporis A,8.9050,86.1157942,-22.4483855,112.2960,0.1452,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",3.596,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.481,0.011,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.295,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F6.5V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6313,26,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.3700,0.0158,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.280,1.337,1.23,-0.080,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.350,0.04,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.774,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",1.531,171.94,4.94e-11,29.06,623.9,6.56,0.420,05445-2227,A,95.50,2.64,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 176521059"" target=_blank>TIC 176521059</a>",HIP 27435,,HD 38858,HR 2007,GJ 1085,,HD 38858,15.2104,87.1455844,-4.0946449,65.7446,0.0307,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.973,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.639,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.580,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",G2V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",5731,18,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.0826,0.0105,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.922,0.564,1.02,-0.220,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.470,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.890,"<a href=""https://ui.adsabs.harvard.edu/abs/2018ApJ...855...75R/abstract"" target=_blank>2018ApJ...855...75R</a>",0.909,59.78,1.40e-10,30.22,313.6,9.35,0.176,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2006ApJ...652.1674B/abstract"" target=_blank>2006ApJ...652.1674B</a>",N,0,C
