champ,description_question,variable_reponse,description_reponse,,,,,,
Q54r5,"Q54r5: Bicyclette - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",2,Item 2,,,,,,
Q54r5,"Q54r5: Bicyclette - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",3,Item 3,,,,,,
Q54r6,"Q54r6: Marche - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",1,Item 1,,,,,,
Q54r6,"Q54r6: Marche - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",2,Item 2,,,,,,
Q54r6,"Q54r6: Marche - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",3,Item 3,,,,,,
Q54r96,"Q54r96: Autre (Préciser) - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",1,Item 1,,,,,,
Q54r96,"Q54r96: Autre (Préciser) - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",2,Item 2,,,,,,
Q54r96,"Q54r96: Autre (Préciser) - Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?",3,Item 3,,,,,,
Q54_r98,"noanswerQ54_r98: Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je ne sais pas - No Answer",0,"NO TO: Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je ne sais pas - No Answer",,,,,,
Q54_r98,"noanswerQ54_r98: Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je ne sais pas - No Answer",1,"Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je ne sais pas - No Answer",,,,,,
Q54_r99,"noanswerQ54_r99: Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je préfère ne pas répondre - No Answer",0,"NO TO: Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je préfère ne pas répondre - No Answer",,,,,,
Q54_r99,"noanswerQ54_r99: Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je préfère ne pas répondre - No Answer",1,"Quels sont les trois (3) moyens de transport que vous utilisez le plus couramment pour vous déplacer à Montréal, par ordre d’importance?: Je préfère ne pas répondre - No Answer",,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,1,Véhicule automobile,,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,2,Taxi,,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,3,"Transports en commun comme autobus, transport en commun rapide, métro ou train",,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,4,Transport adapté,,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,5,Bicyclette,,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,6,Marche,,,,,,
Q54Top1,Q54Top1: Top 1 pour Q54,7,Autre (Préciser),,,,,,
Q55r1,Q55r1: Titre de transport hebdomadaire ou mensuel de la STM? - Disposez-vous d’un...,1,Oui,,,,,,
Q55r1,Q55r1: Titre de transport hebdomadaire ou mensuel de la STM? - Disposez-vous d’un...,2,Non,,,,,,
Q55r2,Q55r2: D’un abonnement à Bixi? - Disposez-vous d’un...,1,Oui,,,,,,
Q55r2,Q55r2: D’un abonnement à Bixi? - Disposez-vous d’un...,2,Non,,,,,,
Q55r3,"Q55r3: D’un abonnement en auto-partage (Communauto, car2go, etc.)? - Disposez-vous d’un...",1,Oui,,,,,,
Q55r3,"Q55r3: D’un abonnement en auto-partage (Communauto, car2go, etc.)? - Disposez-vous d’un...",2,Non,,,,,,
Q56,"Q56: Combien de minutes dure habituellement le déplacement de votre domicile à votre lieu d’activité principale (travail, lieu d’étude, etc.)?",,,,,,,,
Q56_r0,"noanswerQ56_r0: Combien de minutes dure habituellement le déplacement de votre domicile à votre lieu d’activité principale (travail, lieu d’étude, etc.)?: Aucun - No Answer",0,"NO TO: Combien de minutes dure habituellement le déplacement de votre domicile à votre lieu d’activité principale (travail, lieu d’étude, etc.)?: Aucun - No Answer",,,,,,
Q56_r0,"noanswerQ56_r0: Combien de minutes dure habituellement le déplacement de votre domicile à votre lieu d’activité principale (travail, lieu d’étude, etc.)?: Aucun - No Answer",1,"Combien de minutes dure habituellement le déplacement de votre domicile à votre lieu d’activité principale (travail, lieu d’étude, etc.)?: Aucun - No Answer",,,,,,
Q57r1,Q57r1: Pas besoin du service - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Pas besoin du service,,,,,,
Q57r1,Q57r1: Pas besoin du service - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Pas besoin du service,,,,,,
Q57r2,Q57r2: Préfère ne pas l’utiliser - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Préfère ne pas l’utiliser,,,,,,
Q57r2,Q57r2: Préfère ne pas l’utiliser - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Préfère ne pas l’utiliser,,,,,,
Q57r3,Q57r3: Le service n’est pas disponible ou accessible dans mon secteur - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Le service n’est pas disponible ou accessible dans mon secteur,,,,,,
Q57r3,Q57r3: Le service n’est pas disponible ou accessible dans mon secteur - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Le service n’est pas disponible ou accessible dans mon secteur,,,,,,
Q57r4,Q57r4: Restriction en raison d’un problème de santé - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Restriction en raison d’un problème de santé,,,,,,
Q57r4,Q57r4: Restriction en raison d’un problème de santé - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Restriction en raison d’un problème de santé,,,,,,
Q57r5,Q57r5: L’horaire ou le parcours offert ne me convient pas - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: L’horaire ou le parcours offert ne me convient pas,,,,,,
Q57r5,Q57r5: L’horaire ou le parcours offert ne me convient pas - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,L’horaire ou le parcours offert ne me convient pas,,,,,,
Q57r6,Q57r6: Prix trop élevé - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Prix trop élevé,,,,,,
Q57r6,Q57r6: Prix trop élevé - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Prix trop élevé,,,,,,
Q57r7,Q57r7: J’ai une voiture - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: J’ai une voiture,,,,,,
Q57r7,Q57r7: J’ai une voiture - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,J’ai une voiture,,,,,,
Q57r8,Q57r8: Prend trop de temps - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Prend trop de temps,,,,,,
Q57r8,Q57r8: Prend trop de temps - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Prend trop de temps,,,,,,
Q57r9,Q57r9: Je fais du co-voiturage - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Je fais du co-voiturage,,,,,,
Q57r9,Q57r9: Je fais du co-voiturage - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Je fais du co-voiturage,,,,,,
Q57r10,Q57r10: Je ne m’y sens pas en sécurité - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Je ne m’y sens pas en sécurité,,,,,,
Q57r10,Q57r10: Je ne m’y sens pas en sécurité - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Je ne m’y sens pas en sécurité,,,,,,
Q57r96,Q57r96: Autre (PRÉCISER) - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Autre (PRÉCISER),,,,,,
Q57r96,Q57r96: Autre (PRÉCISER) - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Autre (PRÉCISER),,,,,,
Q57r98,Q57r98: Je ne sais pas - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Je ne sais pas,,,,,,
Q57r98,Q57r98: Je ne sais pas - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Je ne sais pas,,,,,,
Q57r99,Q57r99: Je préfère ne pas répondre - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,0,NO TO: Je préfère ne pas répondre,,,,,,
Q57r99,Q57r99: Je préfère ne pas répondre - Pourquoi n’utilisez-vous pas ou pas souvent le transport en commun pour vous déplacer à Montréal?,1,Je préfère ne pas répondre,,,,,,
Q58r1,Q58r1: Festivals - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?,0,NO TO: Festivals,,,,,,
Q58r1,Q58r1: Festivals - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?,1,Festivals,,,,,,
Q58r2,Q58r2: Activités sportives (en plein air ou en salle) - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?,0,NO TO: Activités sportives (en plein air ou en salle),,,,,,
Q58r2,Q58r2: Activités sportives (en plein air ou en salle) - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?,1,Activités sportives (en plein air ou en salle),,,,,,
Q58r3,Q58r3: Fêtes citoyennes de quartier - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?,0,NO TO: Fêtes citoyennes de quartier,,,,,,
Q58r3,Q58r3: Fêtes citoyennes de quartier - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?,1,Fêtes citoyennes de quartier,,,,,,
Q58r4,"Q58r4: Arts et culture (musée, théâtre, activités en maison de la culture, etc.) - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?",0,"NO TO: Arts et culture (musée, théâtre, activités en maison de la culture, etc.)",,,,,,
Q58r4,"Q58r4: Arts et culture (musée, théâtre, activités en maison de la culture, etc.) - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?",1,"Arts et culture (musée, théâtre, activités en maison de la culture, etc.)",,,,,,
Q58r5,"Q58r5: Nature (sortie dans les parcs, en forêt, etc.) - Quels types d’activités vous incitent à sortir de la maison pour vos loisirs (outre vos obligations quotidiennes)?",0,"NO TO: Nature (sortie dans les parcs, en forêt, etc.)",,,,,,
